1432680248.933593;clickEvent
1432680249.655621;clickEvent
1432680250.263503;clickEvent
1432680250.816103;clickEvent
1432680251.356882;clickEvent
1432680251.769851;clickEvent
1432680252.251877;clickEvent
1432680252.967811;clickEvent
1432680253.503843;clickEvent
1432680254.007229;clickEvent
1432680254.538522;clickEvent
1432680255.18423;clickEvent
1432680255.776217;clickEvent
1432680256.621812;clickEvent
1432680257.500755;clickEvent
1432680258.206065;clickEvent
1432680259.025036;clickEvent
1432680259.736083;clickEvent
1432680260.409742;clickEvent
1432680260.989246;clickEvent
1432680261.504036;clickEvent
1432680262.030748;clickEvent
1432680262.576393;clickEvent
1432680263.17327;clickEvent
1432680263.844418;clickEvent
1432680264.444961;clickEvent
1432680265.074256;clickEvent
1432680265.862832;clickEvent
1432680266.581178;clickEvent
1432680267.267436;clickEvent
1432680267.991394;clickEvent
1432680268.521113;clickEvent
1432680269.070625;clickEvent
1432680269.694624;clickEvent
1432680270.245926;clickEvent
1432680270.457017;clickEvent
1432680271.033655;clickEvent
1432680271.646545;clickEvent
1432680272.121921;clickEvent
1432680273.506098;clickEvent
1432680274.488519;clickEvent
1432680275.060023;clickEvent
1432680276.329441;clickEvent
1432680277.653114;clickEvent
